Type,No.,Standard Price Including VAT,Offer Price Including VAT
Item,7-1297,306.00,91.00
Item,7-1298,267.00,80.00
Item,7-1299,135.00,28.00
Item,7-1305,72.00,64.00
Item,7-1306,36.00,11.00
Item,7-1307,63.00,56.00
Item,7-1308,85.00,76.00
Item,7-1309,29.00,9.00
Item,7-1310,36.00,13.00
Item,7-1311,30.00,24.00
Item,7-1316,135.00,36.00
Item,7-1317,32.00,10.00
Item,7-1318,22.00,7.00
Item,7-1320,150.00,32.00
Item,7-1321,153.00,32.00
Item,7-1334,730.00,219.00
Item,7-1337,230.00,69.00
Item,7-1340,360.00,108.00
Item,7-1344,199.00,99.00
Item,7-1345,52.00,39.00
Item,7-1346,98.00,49.00
Item,7-1347,30.00,9.00
Item,7-1348,10.00,5.00
Item,7-1349,245.00,85.00
Item,7-1351,248.00,223.00
Item,7-1352,85.00,76.00
Item,7-1358,234.00,93.00
Item,7-1363,58.00,17.00
Item,7-1365,58.00,17.00
Item,7-1370,48.00,43.00
Item,7-1371,48.00,43.00
Item,7-1374,38.00,13.00
Item,7-1376,149.00,119.00
Item,7-1377,790.00,276.00
Item,7-1378,815.00,407.00
Item,7-1379,750.00,284.00
Item,7-1380,"1,205.00",499.00
Item,7-1381,"1,270.00",499.00
Item,7-1382,"1,270.00",508.00
Item,7-1383,"1,270.00",445.00
Item,7-1386,425.00,159.00
Item,7-1387,420.00,210.00
Item,7-1388,420.00,179.00
Item,7-1401,205.00,102.00
Item,7-1402,325.00,149.00
Item,7-1403,595.00,238.00
Item,7-1404,595.00,238.00
Item,7-1405,"1,300.00",455.00
Item,7-1408,840.00,378.00
Item,7-1416,115.00,51.00
Item,7-1417,160.00,72.00
Item,7-1418,840.00,420.00
Item,7-1424,95.00,76.00
Item,7-1427,132.00,69.00
Item,7-1433,395.00,355.00
Item,7-1436,170.00,85.00
Item,7-1439,270.00,135.00
Item,7-1440,795.00,278.00
Item,7-1441,140.00,70.00
Item,7-1442,145.00,65.00
Item,7-1443,145.00,65.00
Item,7-1455,148.00,54.00
Item,7-1456,148.00,59.00
Item,7-1468,38.00,24.00
Item,7-1469,145.00,65.00
Item,7-1470,85.00,49.00
Item,7-1471,145.00,69.00
Item,7-1472,125.00,87.00
Item,7-1473,135.00,97.00
Item,7-1474,135.00,97.00
Item,7-1475,38.00,29.00
Item,7-1477,95.00,38.00
Item,7-1479,75.00,52.00
Item,7-1480,950.00,399.00
Item,7-1481,48.00,14.00
Item,7-1482,56.00,25.00
Item,7-1484,227.00,125.00
Item,7-1485,227.00,125.00
Item,7-1487,227.00,125.00
Item,7-1488,227.00,125.00
Item,7-1489,227.00,125.00
Item,7-1490,227.00,125.00
Item,7-1492,227.00,125.00
Item,7-1493,227.00,125.00
Item,7-1494,227.00,125.00
Item,7-1495,227.00,125.00
Item,7-1497,38.00,30.00
Item,7-1499,38.00,30.00
Item,7-1503,49.00,34.00
Item,7-1507,115.00,69.00
Item,7-1508,365.00,129.00
Item,7-1509,365.00,147.00
Item,7-1510,365.00,129.00
Item,7-1511,58.00,25.00
Item,7-1512,186.00,72.00
Item,7-1513,186.00,72.00
Item,7-1516,172.00,60.00
Item,7-1519,172.00,60.00
Item,7-1523,68.00,36.00
Item,7-1529,445.00,400.00
Item,7-1530,155.00,52.00
Item,7-1539,155.00,99.00
Item,7-1545,58.00,37.00
Item,7-1546,55.00,40.00
Item,7-1547,45.00,36.00
Item,7-1548,47.00,38.00
Item,7-1555,84.00,65.00
Item,7-1556,136.00,87.00
Item,7-1557,49.00,17.00
Item,7-1558,136.00,98.00
Item,7-1559,247.00,138.00
Item,7-1560,34.00,19.00
Item,7-1561,68.00,24.00
Item,7-1562,227.00,125.00
Item,7-1563,227.00,125.00
Item,7-1564,227.00,125.00
Item,7-1565,227.00,125.00
Item,7-1566,227.00,125.00
Item,7-1568,227.00,125.00
Item,7-334,217.00,52.00
Item,7-358,92.00,28.00
Item,7-598,95.00,20.00
Item,7-664,145.00,30.00
Item,7-703,37.00,8.00
Item,7-827,17.00,5.00
Item,7-844,150.00,32.00
Item,7-851,55.00,20.00
Item,7-868,57.00,12.00
Item,7-937,12.00,3.00
Item,7-942,12.00,3.00
Item,7-950,42.00,13.00
Item,7-951,27.00,6.00
Item,7-952,37.00,11.00
Item,7-953,40.00,12.00
Item,7-956,29.00,9.00
Item,7-957,12.00,4.00
Item,7-982,57.00,17.00
Item,7-983,22.00,7.00
Item,7-985,37.00,11.00
Item,7-987,17.00,5.00
Item,7-993,5.00,1.00
Item,7-995,40.00,8.00
Item,7-996,47.00,11.00
Item,7-997,37.00,8.00
Item,7-998,45.00,10.00
Item,99-546,65.00,23.00
Item,99-659,15.00,4.00
Item,99-660,20.00,4.00
Item,99-661,10.00,4.00
Item,99-987,89.00,57.00
Item,ALK102,62.00,49.00
Item,AR-BSC20,115.00,88.00
Item,AR-FUR34,265.00,195.00
Item,AR-FUR46,132.00,99.00
Item,BB8118,402.00,84.00
Item,BB8248,317.00,67.00
Item,BB8252,862.00,181.00
Item,BB8254,125.00,26.00
Item,BB8260,55.00,12.00
Item,BB8278,110.00,39.00
Item,BB8279,252.00,53.00
Item,BB8280,167.00,35.00
Item,BB8371,480.00,144.00
Item,BB8374,300.00,63.00
Item,BB8390,797.00,167.00
Item,BB8391,650.00,156.00
Item,BB8392,392.00,82.00
Item,BB8449,651.00,137.00
Item,BB8452,260.00,78.00
Item,BB8453,470.00,99.00
Item,BB8454,"1,140.00",342.00
Item,BB8481,817.00,172.00
Item,BB8504,"1,353.00",406.00
Item,BB8517,"1,480.00",980.00
Item,BRS8350,"1,400.00",420.00
Item,BRS8351,485.00,146.00
Item,BRS8352,480.00,115.00
Item,BRS8440,432.00,90.00
Item,BRS8456,950.00,257.00
Item,BRS8457,"1,250.00",375.00
Item,BRS8458,"1,050.00",315.00
Item,BRS8460,112.00,24.00
Item,FXSM8541,949.00,332.00
Item,FXSM8542,299.00,118.00
Item,FXSM8543,319.00,159.00
Item,FXSM8544,319.00,152.00
Item,FXSM8545,299.00,118.00
Item,GB8434,325.00,113.00
Item,GB8509,530.00,186.00
Item,GB8510,180.00,54.00
Item,GK-FUR58,138.00,99.00
Item,GM8437,32.00,9.00
Item,GM8511,32.00,13.00
Item,GM8512,38.00,15.00
Item,GRS8386,205.00,164.00
Item,GRS8435,395.00,316.00
Item,KOB8468,"1,440.00",432.00
Item,KORS8483,"1,780.00","1,199.00"
Item,KOZ8486,227.00,48.00
Item,KOZ8487,217.00,46.00
Item,KOZ8488,197.00,41.00
Item,KOZ8489,190.00,67.00
Item,KOZ8490,190.00,40.00
Item,KOZ8491,210.00,44.00
Item,KOZ8492,227.00,48.00
Item,KOZ8493,227.00,48.00
Item,NT-NE20122,128.00,82.00
Item,RB8289,57.00,12.00
Item,RB8359,25.00,6.00
Item,RB8388,140.00,29.00
Item,RB8399,225.00,79.00
Item,RB8467,55.00,12.00
Item,RBS8339,20.00,4.00
Item,RBS8397,105.00,32.00
Item,RM8212,45.00,10.00
Item,RM8360,85.00,14.00
Item,RM8361,95.00,19.00
Item,RM8362,145.00,15.00
Item,RM8363,2.00,1.00
Item,RM8364,6.00,2.00
Item,RM8384,45.00,10.00
Item,RM8422,45.00,22.00
Item,RM8445,20.00,6.00
Item,RM8455,112.00,24.00
Item,RM8497,125.00,12.00
Item,RM8498,135.00,85.00
Item,RM8500,140.00,49.00
Item,RM8505,130.00,17.00
Item,RMC8357,20.00,4.00
Item,RMC8366,22.00,5.00
Item,RRS8295,110.00,23.00
Item,RRS8300,115.00,24.00
Item,RRS8395,99.00,30.00
Item,RRS8401,72.00,15.00
Item,RRS8406,342.00,71.00
Item,RRS8444,295.00,70.00
Item,RRS8447,227.00,61.00
Item,RRS8462,170.00,36.00
Item,RRS8469,170.00,36.00
Item,RRS8470,135.00,28.00
Item,SORS8147,465.00,369.00
Item,SORS8381,495.00,399.00
Item,SPL1150,175.00,125.00
Item,WD-FUR37,234.00,179.00
Item,WD-FUR40,184.00,149.00
Item,WD-FUR41,184.00,149.00
Item,WD-GAS47,149.00,119.00
Item,WD-OTD10,74.00,63.00
Item,WD-PWR11,585.00,386.00
Item,WD-TNT10,585.00,399.00
Item,WD-TNT14,"2,995.00","1,795.00"
Item,WD-TVL15WH,34.00,19.00
Item,WSM8521,365.00,149.00
Item,WSM8522,395.00,198.00
Item,WSM8523,225.00,99.00
Item,WSM8524,385.00,169.00
Item,WSM8525,195.00,99.00
Item,WSM8526,215.00,108.00
Item,ZB818,950.00,499.00
Item,ZB8270,"4,596.00","2,413.00"
Item,ZB8304,"5,750.00","3,019.00"
Item,ZB8305,"4,872.00","1,462.00"
Item,ZB8307,"4,025.00","1,208.00"
Item,ZB8347,"2,740.00","1,439.00"
Item,ZB8402,"4,450.00","2,336.00"
Item,ZB8403,"5,970.00","4,970.00"
Item,ZB8404,"3,910.00","2,933.00"
Item,ZB8407,"9,500.00","2,850.00"
Item,ZB8408,"6,976.00","4,999.00"
Item,ZB8409,"6,859.00","2,058.00"
Item,ZB8421,"4,200.00","1,260.00"
Item,ZB8431,"5,635.00","2,958.00"
Item,ZB8461,"8,970.00","2,691.00"
Item,ZB8507,"12,640.00","3,999.00"
Item,ZB8529,880.00,462.00
Item,ZB8530,"16,000.00","8,400.00"
Item,ZMA8446,"1,475.00",774.00
Item,ZRS8166,"4,370.00","2,294.00"
Item,ZRS8168,"4,485.00","2,355.00"
Item,ZRS8169,"3,910.00","2,053.00"
Item,ZRS8383,"4,545.00","2,386.00"
Item,ZRS8410,"5,865.00","4,899.00"
Item,ZRS8412,"2,850.00",855.00
Item,ZRS8413,"5,465.00","3,999.00"
Item,ZRS8428,"1,690.00","1,141.00"
Item,ZRS8429,"3,820.00","2,006.00"
Item,ZRS8430,"3,960.00","1,188.00"
Item,ZSP8123,50.00,18.00
Item,ZSP82,42.00,22.00
Item,ZTP8537,"2,850.00","1,496.00"
